index,raw,preprocessed tweet,char count,pos,pronouns,nouns,verbs,adverbs,adjectives,symbols,punctuation,proper nouns,entity label,word count,unique word count,TTR,entity raw text,mentions,hashtags,urls,count(rel words),relationship words,class,ttr curve,ttr slope
11,Directorate General of Civil Aviation (DGCA) AME Licence Examination Results 2010 at http://ping.fm/Dzdzi,Directorate General of Civil Aviation (DGCA) AME Licence Examination Results $NUMBER$ at $URL$,105,"['PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NUM', 'ADP', 'PROPN']",0,0,0,0,0,0,2,10,"['ORG', 'ORG', 'DATE']",13,13,1.0,"['Directorate General of Civil Aviation', 'AME Licence Examination Results', '2010']",0,0,0,0,[],bot_traditional,"[1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4]",0.19999999999999998
12,Vinayaka Missions University (VMU) BE & ME Degree Examination Results 2010  at http://ping.fm/aXbWc,Vinayaka Missions University (VMU) BE & ME Degree Examination Results $NUMBER$ at $URL$,99,"['PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NUM', 'SPACE', 'ADP', 'NOUN']",0,1,0,0,0,0,2,9,"['PERSON', 'ORG', 'PERCENT']",13,13,1.0,"['Vinayaka Missions University', 'BE & ME Degree Examination Results', '2010  ']",0,0,0,0,[],bot_traditional,"[1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 5, 6, 7]",0.3411764705882353
13,Gujarat University MA Part I Examination Results 2010 At http://ping.fm/6ypKA,Gujarat University MA Part I Examination Results $NUMBER$ At $URL$,77,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NUM', 'ADP', 'NOUN']",0,1,0,0,0,0,0,7,"['ORG', 'DATE']",10,10,1.0,"['Gujarat University', '2010']",0,0,0,1,['MA'],bot_traditional,"[1, 1, 1, 1, 1, 1, 1, 2, 3, 4]",0.2787878787878788
14,Rajasthan Sanskrit University (RSU) BA Shastri Additional Examination Result 2010 At http://ping.fm/fhSM6,Rajasthan Sanskrit University (RSU) BA Shastri Additional Examination Result $NUMBER$ At $URL$,105,"['PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NUM', 'ADP', 'NOUN']",0,1,0,0,0,0,2,9,"['ORG', 'ORG', 'DATE']",12,12,1.0,"['Rajasthan Sanskrit University', 'RSU', '2010']",0,0,0,0,[],bot_traditional,"[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 5]",0.22637362637362637
15,http://ping.fm/RlGcR,$URL$,20,['X'],0,0,0,0,0,0,0,0,[],1,1,1.0,[],0,0,0,0,[],bot_traditional,[1],nan
16,http://ping.fm/qObea,$URL$,20,['X'],0,0,0,0,0,0,0,0,[],1,1,1.0,[],0,0,0,0,[],bot_traditional,[1],nan
17,http://ping.fm/xaC4B,$URL$,20,['ADJ'],0,0,0,0,1,0,0,0,[],1,1,1.0,[],0,0,0,0,[],bot_traditional,[1],nan
18,http://ping.fm/Uasp9,$URL$,20,['NOUN'],0,1,0,0,0,0,0,0,[],1,1,1.0,[],0,0,0,0,[],bot_traditional,[1],nan
19,http://ping.fm/CvlGl,$URL$,20,['NOUN'],0,1,0,0,0,0,0,0,[],1,1,1.0,[],0,0,0,0,[],bot_traditional,[1],nan
20,http://ping.fm/xDbql,$URL$,20,['NOUN'],0,1,0,0,0,0,0,0,[],1,1,1.0,[],0,0,0,0,[],bot_traditional,[1],nan
21,Find latest examination schedule at http://ping.fm/qdSYG,Find latest examination schedule at $URL$,56,"['VERB', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'PROPN']",0,2,1,0,1,0,0,1,[],6,6,1.0,[],0,0,0,0,[],bot_traditional,"[1, 2, 3, 3, 4, 5]",0.7428571428571429
22,Find latest admissions news at http://ping.fm/bo9cb,Find latest admissions news at $URL$,51,"['VERB', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'VERB']",0,2,2,0,1,0,0,0,['ORG'],6,6,1.0,['http://ping.fm/bo9cb'],0,0,0,0,[],bot_traditional,"[1, 2, 3, 3, 4, 4]",0.6
23,Find Latest Examination Results http://ping.fm/Sy9BF,Find Latest Examination Results $URL$,52,"['VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN']",0,0,1,0,0,0,0,4,['ORG'],5,5,1.0,['Find Latest Examination Results'],0,0,0,0,[],bot_traditional,"[1, 2, 2, 2, 2]",0.2
24,@Free Database of Machine Tools Manufacturers & Suppliers : http://tinyurl.com/386yopp,$MENTION$ Database of Machine Tools Manufacturers & Suppliers : $URL$,86,"['PUNCT', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'PROPN']",0,1,0,0,0,0,2,5,[],10,10,1.0,[],1,0,0,0,[],bot_traditional,"[1, 2, 3, 4, 4, 4, 5, 5, 5, 5]",0.42424242424242425
25,@Find Home Textitles Suppliers Across the World - http://tinyurl.com/2wxwpv2,$MENTION$ Home Textitles Suppliers Across the World - $URL$,76,"['VERB', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PROPN']",0,0,1,0,0,0,1,5,[],9,9,1.0,[],1,0,0,0,[],bot_traditional,"[1, 2, 2, 2, 3, 4, 4, 5, 5]",0.5166666666666667
26,@Free List for Home Textiles Manufacturers http://tinyurl.com/353xy79,$MENTION$ List for Home Textiles Manufacturers $URL$,69,"['PUNCT', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PROPN']",0,1,0,0,0,0,1,4,[],7,7,1.0,[],1,0,0,0,[],bot_traditional,"[1, 2, 3, 4, 4, 4, 4]",0.5
27,@Hurry.... Free Listing For Apparel Manufacturers http://tinyurl.com/36f9vp3,$MENTION$.... Free Listing For Apparel Manufacturers $URL$,76,"['INTJ', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADV']",0,1,0,1,1,0,1,2,[],7,7,1.0,[],1,0,0,0,[],bot_traditional,"[1, 2, 3, 4, 5, 6, 6, 7]",0.8571428571428571
28,@Grow Your Apparel Business With B2B Marketplace http://tinyurl.com/2vj4d5z,$MENTION$ Your Apparel Business With B2B Marketplace $URL$,75,"['VERB', 'ADJ', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN']",0,1,1,0,1,0,0,4,[],8,8,1.0,[],1,0,0,0,[],bot_traditional,"[1, 2, 3, 4, 5, 5, 5, 5]",0.5952380952380952
29,@Worldwide Exporters of Beauty Products from http://tinyurl.com/27s59h8,$MENTION$ E$SMILEY$rters of Beauty Products from $URL$,71,"['VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN']",0,1,1,0,0,0,0,3,"['ORG', 'GPE']",7,7,1.0,"['Exporters of Beauty Products', 'http://tinyurl.com/27s59h8']",1,0,0,0,[],bot_traditional,"[1, 2, 3, 4, 4, 4, 4]",0.5
30,@Beauty Products Manufacturers & Suppliers List from http://catalogs.indiamart.com/category/cosmetics-toiletries.html,$MENTION$ Products Manufacturers & Suppliers List from $URL$,117,"['PROPN', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'ADP', 'PROPN']",0,0,0,0,0,0,0,6,['ORG'],8,8,1.0,['Products Manufacturers & Suppliers List'],1,0,0,0,[],bot_traditional,"[1, 1, 1, 2, 2, 2, 3, 3]",0.32142857142857145
31,@Free Business Link For Chemical Fertilizers Buyers at http://tinyurl.com/3xvmtmy,$MENTION$ Business Link For Chemical Fertilizers Buyers at $URL$,81,"['PUNCT', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'X']",0,0,0,0,0,0,1,5,[],9,9,1.0,[],1,0,0,0,[],bot_traditional,"[1, 2, 2, 3, 3, 3, 3, 3, 4]",0.2833333333333333
32,@Free Business Links For Chemical Suppliers at http://catalogs.indiamart.com/category/chemicals-fertilizers.html,$MENTION$ Business Links For Chemical Suppliers at $URL$,112,"['PUNCT', 'NOUN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'X']",0,1,0,0,0,0,1,3,['ORG'],8,8,1.0,['Chemical Suppliers'],1,0,0,0,[],bot_traditional,"[1, 2, 3, 4, 4, 4, 4, 5]",0.4880952380952381
33,@Free List Of Office Supplies Exporters at http://trade.indiamart.com/offer/commercial-office/,$MENTION$ List Of Office Supplies E$SMILEY$rters at $URL$,94,"['PUNCT', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN']",0,1,0,0,0,0,1,4,[],8,8,1.0,[],1,0,0,0,[],bot_traditional,"[1, 2, 3, 4, 4, 4, 4, 4]",0.40476190476190477
34,@Free List Of School Stationery Suppliers At http://tinyurl.com/2agsnxt,$MENTION$ List Of School Stationery Suppliers At $URL$,71,"['PUNCT', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'NOUN']",0,2,0,0,0,0,1,3,[],8,8,1.0,[],1,0,0,0,[],bot_traditional,"[1, 2, 3, 4, 4, 4, 4, 4]",0.40476190476190477
35,@Andhra Pradesh CEEP 2010 Examination Result Online At http://rozgarpatrika.com/2010/05/andhra-pradesh-ceep-2010-examinaton-results-online/,$MENTION$ Pradesh CEEP $NUMBER$ Examination Result Online At $URL$,139,"['PROPN', 'PROPN', 'PROPN', 'NUM', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN']",0,0,0,0,0,0,0,7,['DATE'],9,9,1.0,['2010'],1,0,0,0,[],bot_traditional,"[1, 1, 1, 2, 2, 2, 2, 3, 3]",0.26666666666666666
36,"Various Posts Job Vacancy In RIELIT Agartala (DOEACC), March 2010 via http://ping.fm/aZDkr","Various Posts Job Vacancy In RIELIT Agartala (DOEACC), March $NUMBER$ via $URL$",90,"['ADJ', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT', 'PROPN', 'NUM', 'ADP', 'PROPN']",0,0,0,0,1,0,3,8,"['ORG', 'ORG', 'DATE']",12,12,1.0,"['RIELIT', 'DOEACC', 'March 2010 via']",0,0,0,0,[],bot_traditional,"[1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5]",0.26785714285714285
37,"Computer Operator Jobs Vacancy In Bihar State Election Authority (BSEA), March 2010 via http://ping.fm/9vYuK","Computer Operator Jobs Vacancy In Bihar State Election Authority (BSEA), March $NUMBER$ via $URL$",108,"['NOUN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT', 'PROPN', 'NUM', 'ADP', 'NOUN']",0,2,0,0,0,0,3,9,"['ORG', 'PERSON', 'ORG', 'DATE']",14,14,1.0,"['Computer Operator', 'Jobs Vacancy', 'Bihar State Election Authority', 'March 2010']",0,0,0,0,[],bot_traditional,"[1, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5]",0.2230392156862745
38,ISAT 2010 Chemistry Examination Sample Questions  via http://ping.fm/UsZgx,ISAT $NUMBER$ Chemistry Examination Sample Questions via $URL$,74,"['PROPN', 'NUM', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'SPACE', 'ADP', 'PROPN']",0,0,0,0,0,0,0,6,['ORG'],8,8,1.0,['ISAT 2010 Chemistry'],0,0,0,0,[],bot_traditional,"[1, 2, 2, 2, 2, 2, 3, 4, 4]",0.33333333333333337
39,"Walk In Interview For SRF Jobs Vacancy In CCRAS, March 2010 via http://ping.fm/UKORs","Walk In Interview For SRF Jobs Vacancy In CCRAS, March $NUMBER$ via $URL$",84,"['VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'ADP', 'PROPN']",0,1,1,0,0,0,1,6,"['ORG', 'PERSON', 'DATE']",13,12,0.9230769230769231,"['SRF', 'Jobs Vacancy', 'March 2010']",0,0,0,0,[],bot_traditional,"[1, 2, 3, 3, 4, 4, 4, 4, 4, 5, 5, 6, 6, 6]",0.34065934065934067
40,Indian Institute of Space Science and Technology (IIST) Admission Test Center Allocated via http://ping.fm/1XbLA,Indian Institute of Space Science and Technology (IIST) Admission Test Center Allocated via $URL$,112,"['PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'ADP', 'X']",0,1,1,0,0,0,2,8,"['ORG', 'ORG']",14,14,1.0,"['Indian Institute of Space Science and Technology (IIST)', 'Admission Test Center Allocated']",0,0,0,0,[],bot_traditional,"[1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7]",0.38235294117647056
41,UPSESSB TGT Sanskrit Written Test Results 2010 Download via http://ping.fm/Msjl6,UPSESSB TGT Sanskrit Written Test Results $NUMBER$ Download via $URL$,80,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NUM', 'PROPN', 'ADP', 'PROPN']",0,0,0,0,0,0,0,8,"['CARDINAL', 'GPE', 'GPE']",10,10,1.0,"['2010', 'Download', 'http://ping.fm/Msjl6']",0,0,0,0,[],bot_traditional,"[1, 1, 1, 1, 1, 1, 2, 2, 3, 3]",0.24242424242424243
42,ISAT 2010 Chemistry Examination Sample Questions Download Online via http://ping.fm/M7xcl,ISAT $NUMBER$ Chemistry Examination Sample Questions Download Online via $URL$,89,"['PROPN', 'NUM', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'X']",0,0,0,0,0,0,0,7,['ORG'],10,10,1.0,['ISAT 2010 Chemistry'],0,0,0,0,[],bot_traditional,"[1, 2, 2, 2, 2, 2, 2, 2, 3, 4]",0.20606060606060608
43,ISAT 2010 Physics Examination Sample Questions Download Online via http://ping.fm/gUo5F,ISAT $NUMBER$ Physics Examination Sample Questions Download Online via $URL$,87,"['PROPN', 'NUM', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'NOUN']",0,1,0,0,0,0,0,7,['ORG'],10,10,1.0,['ISAT 2010'],0,0,0,0,[],bot_traditional,"[1, 2, 2, 2, 2, 2, 2, 2, 3, 4]",0.20606060606060608
44,"Faculty Jobs Vacancy In Sant Longowal Institute of Engineering & Technology Sangrur, March 2010 via http://ping.fm/KFEhq","Faculty Jobs Vacancy In Sant Longowal Institute of Engineering & Technology Sangrur, March $NUMBER$ via $URL$",120,"['PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'ADP', 'PROPN']",0,0,0,0,0,0,1,11,"['ORG', 'DATE']",16,16,1.0,"['Sant Longowal Institute of Engineering & Technology Sangrur', 'March 2010']",0,0,0,0,[],bot_traditional,"[1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 5, 5, 5]",0.2647058823529412
45,"Various Posts Job Vacancy In Cabinet Secretariat Delhi, March 2010 via http://ping.fm/Uux6p","Various Posts Job Vacancy In Cabinet Secretariat Delhi, March $NUMBER$ via $URL$",91,"['ADJ', 'NOUN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'ADP', 'PROPN']",0,1,0,0,1,0,1,7,"['GPE', 'DATE']",12,12,1.0,"['Cabinet Secretariat Delhi', 'March 2010 via']",0,0,0,0,[],bot_traditional,"[1, 2, 3, 3, 4, 4, 4, 4, 5, 5, 6, 6, 6]",0.38461538461538464
46,"Security Assistant Jobs Vacancy In Loksabha Secretariat Delhi, March 2010 via http://ping.fm/DbbO5","Security Assistant Jobs Vacancy In Loksabha Secretariat Delhi, March $NUMBER$ via $URL$",98,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'ADP', 'PROPN']",0,0,0,0,0,0,1,9,"['PERSON', 'GPE', 'DATE']",12,12,1.0,"['Jobs Vacancy', 'Loksabha Secretariat Delhi', 'March 2010']",0,0,0,0,[],bot_traditional,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 4]",0.29120879120879123
47,"2000 Clerks Jobs Vacancy In Bank of Baroda, March 2010 via http://ping.fm/QWDMl","$NUMBER$ Clerks Jobs Vacancy In Bank of Baroda, March $NUMBER$ via $URL$",79,"['NUM', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'ADP', 'PROPN']",0,0,0,0,0,0,1,7,"['PERSON', 'ORG', 'DATE']",12,11,0.9166666666666666,"['Jobs Vacancy', 'Bank of Baroda', 'March 2010']",0,0,0,0,[],bot_traditional,"[1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4]",0.2417582417582418
48,Managment Trainee Diploma Engineer Jobs Vacancy In Central Electricity Supply Utility Of Orissa (CESU) via http://ping.fm/gCaXs,Managment Trainee Diploma Engineer Jobs Vacancy In Central Electricity Supply Utility Of Orissa (CESU) via $URL$,127,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'ADP', 'ADJ']",0,0,0,0,1,0,2,12,"['PERSON', 'ORG']",16,16,1.0,"['Engineer Jobs Vacancy', 'Central Electricity Supply Utility']",0,0,0,0,[],bot_traditional,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4]",0.15892672858617132
49,"Scientists Jobs Vacancy In Institute of Genomics & Integrative Biology (IGIB) Delhi, March 2010 via http://ping.fm/w8rtx","Scientists Jobs Vacancy In Institute of Genomics & Integrative Biology (IGIB) Delhi, March $NUMBER$ via $URL$",120,"['NOUN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'ADP', 'PROPN']",0,1,0,0,0,0,3,10,"['PERSON', 'ORG', 'GPE', 'DATE', 'PERSON']",16,16,1.0,"['Jobs Vacancy', 'Institute of Genomics & Integrative Biology', 'Delhi', 'March 2010', 'http://ping.fm/w8rtx']",0,0,0,0,[],bot_traditional,"[1, 2, 2, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 6, 6, 6]",0.25263157894736843
50,"Programme Manager And Officers Jobs Vacancy In North Eastern Region Biotechnology Programme Management Cell (NER-BPMC), March 2010 via http:","Programme Manager And Officers Jobs Vacancy In North Eastern Region Biotechnology Programme Management Cell (NER-BPMC), March $NUMBER$ via http:",140,"['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT', 'PROPN', 'NUM', 'ADP', 'NOUN', 'PUNCT']",0,1,0,0,0,0,5,15,"['PERSON', 'GPE', 'GPE', 'DATE']",19,18,0.9473684210526315,"['Jobs Vacancy', 'North Eastern Region Biotechnology', 'NER', 'March 2010']",0,0,0,1,['Manager'],bot_traditional,"[1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 5, 5, 6, 6]",0.17076923076923078
