index,raw,preprocessed tweet,char count,pos,pronouns,nouns,verbs,adverbs,adjectives,symbols,punctuation,proper nouns,entity label,word count,unique word count,TTR,entity raw text,mentions,hashtags,urls,count(rel words),relationship words,class,ttr curve,ttr slope
11,@wkamaubell I stand by you. I don't want men telling me what's sexist either People are the experts on their own experience.,$MENTION$ I stand by you. I don't want men telling me what's sexist either People are the e$SMILEY$erts on their own e$SMILEY$erience.,124,"['PUNCT', 'PRON', 'VERB', 'ADP', 'PRON', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'VERB', 'PRON', 'NOUN', 'VERB', 'ADJ', 'CCONJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']",4,5,6,1,3,0,3,0,[],22,21,0.9545454545454546,[],1,0,0,0,[],human17,"[1, 2, 3, 4, 4, 4, 4, 4, 5, 5, 6, 6, 6, 6, 6, 7, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9]",0.3090598290598291
12,@frogtosser Thank you Becca.,$MENTION$ Thank you Becca.,28,"['PUNCT', 'VERB', 'PRON', 'PROPN', 'PUNCT']",1,0,1,0,0,0,2,1,['GPE'],4,4,1.0,['Becca'],1,0,0,0,[],human17,"[1, 2, 3, 4, 4]",0.8
13,"@MMFlint I dont' ask for RTs gen, but my friend @frakintosh is a Columbine survivor who needs to finally get therapy http://t.co/SRbhQ3nweH","$MENTION$ I dont' ask for RTs gen, but my friend $MENTION$ is a Columbine survivor who needs to finally get therapy $URL$",139,"['NOUN', 'PRON', 'VERB', 'ADV', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'DET', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'PART', 'ADV', 'VERB', 'NOUN', 'NOUN']",1,9,5,2,1,0,2,1,['ORG'],22,21,0.9545454545454546,['Columbine'],2,0,0,1,['friend'],human17,"[1, 2, 3, 4, 5, 5, 6, 6, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 10, 10, 11, 11, 11, 11, 11]",0.39692307692307693
14,"Not only$ but acts+messages from people that say ""you're still here, you matter.""Pls tell @frakintosh u care. http://t.co/SRbhQ3nweH  #PTSD","Not only$ but acts+messages from people that say ""you're still here, you matter.""Pls tell $MENTION$ u care. $URL$ $HASHTAG$",139,"['ADV', 'ADV', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADV', 'PUNCT', 'PRON', 'ADV', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'SPACE', 'SYM', 'PROPN']",2,6,3,5,1,1,3,1,['PERSON'],19,19,1.0,"['matter.""Pls']",1,1,0,0,[],human17,"[1, 1, 2, 3, 4, 4, 5, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 10, 11]",0.32769230769230767
15,To live with untreated PTSD is to feel like you might die any moment. Again and again. Help costs money. http://t.co/SRbhQ3nweH#fb,To live with untreated PTSD is to feel like you might die any moment. Again and again. Help costs money. $URL$,130,"['PART', 'VERB', 'ADP', 'ADJ', 'PROPN', 'VERB', 'PART', 'VERB', 'ADP', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT', 'ADV', 'CCONJ', 'ADV', 'PUNCT', 'VERB', 'VERB', 'NOUN', 'PUNCT', 'NOUN']",1,3,7,2,1,0,3,1,['ORG'],21,21,1.0,['http://t.co/SRbhQ3nweH#fb'],0,1,0,0,[],human17,"[1, 2, 3, 4, 5, 5, 5, 5, 5, 6, 6, 6, 7, 8, 9, 10, 11, 11, 11, 11, 11, 11, 11, 11]",0.45
16,@frakintosh is also a Columbine survivor. Miles away from the big news coverage he is still struggling. http://t.co/SRbhQ3nweH#fb,$MENTION$ is also a Columbine survivor. Miles away from the big news coverage he is still struggling. $URL$,129,"['NOUN', 'VERB', 'ADV', 'DET', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PRON', 'VERB', 'ADV', 'VERB', 'PUNCT', 'NOUN']",1,6,3,3,1,0,2,1,"['ORG', 'PERSON', 'PERSON']",18,17,0.9444444444444444,"['Columbine', 'Miles', 'http://t.co/SRbhQ3nweH#fb']",1,1,0,0,[],human17,"[1, 2, 3, 4, 5, 5, 6, 6, 6, 7, 7, 8, 8, 8, 9, 9, 9, 9, 9, 9]",0.4030075187969925
17,@frakintosh is old skool web. A good web citizen. A maker. A team player. he needs a web of help now http://t.co/SRbhQ3nweH cc @anildash,$MENTION$ is old skool web. A good web citizen. A maker. A team player. he needs a web of help now $URL$ cc $MENTION$,136,"['NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADV', 'VERB', 'ADP', 'X']",1,10,3,1,2,0,4,0,[],24,20,0.8333333333333334,[],2,0,0,0,[],human17,"[1, 2, 3, 3, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 7, 7, 8, 8, 8, 9]",0.20826491516146686
18,One reason my life has gotten better is the support of my dear friend @frakintosh. Now he needs help. Pls join me http://t.co/SRbhQ3nweH#fb,One reason my life has gotten better is the support of my dear friend $MENTION$. Now he needs help. Pls join me $URL$,139,"['NUM', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'ADV', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'INTJ', 'VERB', 'PRON', 'NOUN']",2,7,5,1,4,0,2,0,"['CARDINAL', 'ORG']",23,22,0.9565217391304348,"['One', 'http://t.co/SRbhQ3nweH#fb']",1,1,0,1,['friend'],human17,"[1, 2, 3, 3, 4, 4, 4, 4, 5, 5, 6, 6, 6, 6, 6, 7, 8, 9, 9, 9, 9, 10, 10, 10, 10]",0.36692307692307696
19,RT @FINALLEVEL: Jon Stewart got it RIGHT again! Watch the wake up call he gave his #DailyShow viewers regarding the #BaltimoreRiots. http:/…,$RESERVED$ $MENTION$: Jon Stewart got it RIGHT again! Watch the wake up call he gave his $HASHTAG$ viewers regarding the $HASHTAG$. http:/…,142,"['PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'PRON', 'ADV', 'ADV', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'PRON', 'VERB', 'ADJ', 'SYM', 'PROPN', 'NOUN', 'VERB', 'DET', 'SYM', 'PROPN', 'PUNCT', 'VERB', 'PROPN']",2,2,6,2,1,2,3,7,"['PRODUCT', 'PERSON', 'ORG', 'MONEY']",22,21,0.9545454545454546,"['RT @FINALLEVEL', 'Jon Stewart', 'DailyShow', 'BaltimoreRiots']",1,2,0,0,[],human17,"[1, 1, 2, 2, 2, 3, 4, 5, 5, 5, 5, 6, 7, 8, 8, 8, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",0.379584017515052
20,RT @iamsakuma: Hundreds of people are in Union Square about to march uptown via 6th Avenue #blacklivesmatter http://t.co/r3x5wzEm8J,$RESERVED$ $MENTION$: Hundreds of people are in Union Square about to march uptown via $NUMBER$th Avenue $HASHTAG$ $URL$,131,"['PROPN', 'X', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PART', 'VERB', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'PROPN', 'NOUN', 'PROPN']",0,4,2,0,1,0,1,6,"['ORG', 'CARDINAL', 'FAC', 'FAC']",18,18,1.0,"['RT @iamsakuma', 'Hundreds', 'Union Square', '6th Avenue']",1,1,0,0,[],human17,"[1, 2, 3, 4, 5, 5, 6, 6, 6, 6, 6, 7, 7, 7, 7, 8, 8, 8, 8, 8]",0.32180451127819554
21,"""Sexy. But crazy."" I play with makeup for the first time.  #girlyoudontneedmakeup @amyschumer https://t.co/TF59QK1dmY","""Sexy. But crazy."" I play with makeup for the first time. $HASHTAG$ $MENTION$ $URL$",117,"['PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'ADJ', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'SPACE', 'SYM', 'NOUN', 'NOUN', 'PUNCT']",1,4,1,0,2,1,6,1,['ORDINAL'],14,14,1.0,['first'],1,1,0,0,[],human17,"[1, 2, 2, 3, 4, 4, 4, 5, 6, 7, 8, 8, 9, 9, 9, 9, 10, 11, 11, 11, 11]",0.5311688311688312
22,"""Sexy. But crazy."" I play with makeup for the first time. From the early vlogging days. #girlyoudontneedmakeup... http://t.co/zOypKmH5X0","""Sexy. But crazy."" I play with makeup for the first time. From the early vlogging days. $HASHTAG$... $URL$",136,"['PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'ADJ', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'SYM', 'NOUN', 'PUNCT', 'X']",1,4,1,0,4,1,7,1,"['ORDINAL', 'DATE']",18,17,0.9444444444444444,"['first', 'the early vlogging days']",0,1,0,0,[],human17,"[1, 2, 2, 3, 4, 4, 4, 5, 6, 7, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 11]",0.36
23,"""Sexy. But crazy.""  I play with makeup for the first time. From the early vlogging days. #girlyoudontneedmakeup... http://t.co/3GEVM4MuSr","""Sexy. But crazy."" I play with makeup for the first time. From the early vlogging days. $HASHTAG$... $URL$",137,"['PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'ADJ', 'PUNCT', 'PUNCT', 'SPACE', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'SYM', 'NOUN', 'PUNCT', 'ADJ']",1,4,1,0,5,1,7,1,"['ORDINAL', 'DATE']",18,17,0.9444444444444444,"['first', 'the early vlogging days']",0,1,0,0,[],human17,"[1, 2, 2, 3, 4, 4, 4, 5, 6, 7, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11]",0.3858363858363858
24,@leadership_tech When will OTHS stop with the sound system in the front plaza that is disturbing the neighborhood?,$MENTION$ When will OTHS stop with the sound system in the front plaza that is disturbing the neighborhood?,114,"['NOUN', 'ADV', 'VERB', 'PROPN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT']",0,4,4,1,3,0,1,1,['ORG'],18,16,0.8888888888888888,['@leadership_tech'],1,0,0,0,[],human17,"[1, 2, 3, 4, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8]",0.3070175438596491
25,"Infuriating to have the Oakland PD tell me they won't have the authority to do anything. If I did the same thing the school is, they would","Infuriating to have the Oakland PD tell me they won't have the authority to do anything. If I did the same thing the school is, they would",138,"['ADJ', 'PART', 'VERB', 'DET', 'PROPN', 'PROPN', 'VERB', 'PRON', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'NOUN', 'PUNCT', 'ADP', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'DET', 'NOUN', 'VERB', 'PUNCT', 'PRON', 'VERB']",4,4,8,1,2,0,2,2,['GPE'],27,21,0.7777777777777778,['Oakland'],0,0,0,0,[],human17,"[1, 2, 3, 4, 5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",0.2867630700778643
26,The best part of heading to Toronto for a month will be not having to hear this school system. My councilmember @dankalb has ignored this.,The best part of heading to Toronto for a month will be not having to hear this school system. My councilmember $MENTION$ has ignored this.,138,"['DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'ADP', 'PROPN', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PROPN', 'VERB', 'VERB', 'DET', 'PUNCT']",0,5,7,1,2,0,2,2,"['GPE', 'DATE', 'GPE']",25,24,0.96,"['Toronto', 'a month', '@dankalb']",1,0,0,0,[],human17,"[1, 2, 3, 4, 5, 5, 6, 6, 6, 6, 6, 6, 7, 7, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9]",0.2686202686202686
27,Oakland Tech is once again got the stadium level audio going for the giant crowd of 6 ppl in front of the skul. Ignoring the neighborhood.,Oakland Tech is once again got the stadium level audio going for the giant crowd of $NUMBER$ ppl in front of the skul. Ignoring the neighborhood.,138,"['PROPN', 'PROPN', 'VERB', 'ADV', 'ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT']",0,8,4,2,1,0,2,2,"['ORG', 'CARDINAL']",26,22,0.8461538461538461,"['Oakland Tech', '6']",0,0,0,0,[],human17,"[1, 1, 2, 3, 3, 3, 4, 5, 5, 5, 5, 6, 6, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9]",0.299671592775041
28,The Seinfeld series is going to be on Huluhttp://t.co/YMq9svLI9S#fb,The Seinfeld series is going to be on Huluhttp://$URL$,67,"['DET', 'PROPN', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'ADP', 'PROPN', 'SYM', 'NOUN']",0,2,3,0,0,1,0,2,['PERSON'],9,9,1.0,['Seinfeld'],0,1,0,0,[],human17,"[1, 2, 3, 4, 4, 5, 5, 6, 6, 7, 7]",0.5818181818181818
29,"@TWiBnation is grassroots media covering, on the ground, Baltimore, Ferguson and all the #BlackLivesMatter movement .","$MENTION$ is grassroots media covering, on the ground, Baltimore, Ferguson and all the $HASHTAG$ movement .",117,"['NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'ADJ', 'DET', 'SYM', 'NOUN', 'NOUN', 'PUNCT']",0,6,1,0,2,1,4,2,"['GPE', 'PERSON', 'PERSON']",16,15,0.9375,"['Baltimore', 'Ferguson', 'BlackLivesMatter']",1,1,0,0,[],human17,"[1, 2, 3, 3, 3, 4, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 9]",0.42105263157894735
30,@kevinroose This got funded during this first Net boom too. I took a gander at the iSmell for the NPR Circuits show https://t.co/gPmlFysl7X,$MENTION$ This got funded during this first Net boom too. I took a gander at the iSmell for the NPR Circuits show $URL$,139,"['VERB', 'DET', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADV', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'VERB', 'NOUN']",1,3,5,1,2,0,1,3,"['ORDINAL', 'ORG', 'ORG']",23,22,0.9565217391304348,"['first', 'iSmell', 'NPR']",1,0,0,0,[],human17,"[1, 2, 2, 2, 3, 3, 4, 4, 5, 6, 7, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9]",0.38086956521739135
31,RT @waxpancake: 17 police reform bills went up before Maryland legislators last month. Police lobbyists helped kill all but three. http://t…,$RESERVED$ $MENTION$: $NUMBER$ police reform bills went up before Maryland legislators last month. Police lobbyists helped kill all but three. $URL$,142,"['PROPN', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'PART', 'ADP', 'PROPN', 'NOUN', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'VERB', 'DET', 'CCONJ', 'NUM', 'PUNCT', 'PROPN', 'PROPN']",0,8,3,0,1,0,3,4,"['CARDINAL', 'GPE', 'DATE', 'CARDINAL']",21,21,1.0,"['17', 'Maryland', 'last month', 'three']",1,0,0,0,[],human17,"[1, 2, 3, 4, 4, 4, 4, 5, 6, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 9, 10, 10, 10, 10, 10]",0.35076923076923083
32,RT @camerontw: fingers crossed - we need good news RT @pkedrosky Ben Horowitz (Lyft investor) says Uber is losing “on order of a billion do…,$RESERVED$ $MENTION$: fingers crossed - we need good news RT $MENTION$ Ben Horowitz (Lyft investor) says Uber is losing “on order of a billion do…,144,"['PROPN', 'ADV', 'PUNCT', 'NOUN', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'VERB', 'PROPN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NUM', 'ADP', 'NUM']",1,4,5,1,2,0,4,7,"['ORG', 'ORG', 'PERSON', 'ORG', 'ORG', 'QUANTITY']",25,25,1.0,"['RT @camerontw', 'RT @pkedrosky', 'Ben Horowitz', 'Uber', '�\x80\x9con', 'a billion']",2,0,0,0,[],human17,"[1, 2, 3, 4, 5, 5, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 9, 10, 10, 10]",0.21280788177339904
33,How did your grandparents meet? Mine involved a guy named Mooch Gluskin. #howIgothere#fb,How did your grandparents meet? Mine involved a guy named Mooch Gluskin. $HASHTAG$$HASHTAG$,88,"['ADV', 'VERB', 'ADJ', 'NOUN', 'VERB', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'NOUN']",1,4,4,1,1,0,2,2,"['PERSON', 'MONEY']",13,13,1.0,"['Mooch Gluskin', 'howIgothere#fb']",0,2,0,0,[],human17,"[1, 2, 3, 4, 4, 5, 6, 6, 7, 7, 7, 8, 8, 8, 8, 8]",0.4647058823529412
