index,raw,preprocessed tweet,char count,pos,pronouns,nouns,verbs,adverbs,adjectives,symbols,punctuation,proper nouns,entity label,word count,unique word count,TTR,entity raw text,mentions,hashtags,urls,count(rel words),relationship words,class,ttr curve,ttr slope
11,Lovely day at Alban Island with pamdodds551 @ Ye Olde Fighting Cocks http://t.co/TDJmnn144S,Lovely day at Alban Island with pamdodds551 $MENTION$ Ye Olde Fighting Cocks $URL$,91,"['ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'NOUN']",0,4,1,0,1,0,0,4,"['DATE', 'LOC', 'CARDINAL', 'PERSON']",13,13,1.0,"['Lovely day', 'Alban Island', 'pamdodds551', 'Ye Olde Fighting Cocks']",1,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5]",0.25824175824175827
12,Looking forward to this Sun in Muscat next week!!! http://t.co/C4Bz9HaZJ3,Looking forward to this Sun in Muscat next week!!! $URL$,73,"['VERB', 'ADV', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT', 'INTJ']",0,1,1,1,1,0,3,2,"['GPE', 'DATE']",10,10,1.0,"['Muscat', 'next week']",0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 5, 5, 5, 6, 7, 8, 8, 8, 9]",0.631868131868132
13,@ian_mannly @edelelynch @Keavylynch  sure Sarah or Malcolm would be up for it! Would to love to see u girls but have a class to teach :0),$MENTION$ $MENTION$ $MENTION$ sure Sarah or Malcolm would be up for it! Would to love to see u girls but have a class to teach :0),137,"['ADV', 'ADJ', 'PROPN', 'SPACE', 'ADJ', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'VERB', 'PART', 'ADP', 'PRON', 'PUNCT', 'VERB', 'PART', 'VERB', 'PART', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'PUNCT', 'PUNCT']",1,3,7,1,2,0,3,3,"['NORP', 'PERSON', 'PERSON', 'PERSON']",26,22,0.8461538461538461,"[' ', 'Sarah', 'Malcolm', ':0']",3,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4, 4, 5, 5, 6, 6, 7, 8, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12]",0.3926108374384236
14,@mal_treated @sinocarroll @edelelynch @Keavylynch @lindsayarmaou @LovesOfaLDNgirl our own big reunion this weekend!! http://t.co/UalBI4k0ck,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ our own big reunion this weekend!! $URL$,139,"['ADJ', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'PRON']",1,3,1,0,7,0,2,0,"['ORG', 'DATE']",13,8,0.6153846153846154,"['@sinocarroll @edelelynch', 'this weekend']",6,0,0,0,[],bot_fakefol,"[1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 4, 4, 5, 5, 6]",0.3464285714285714
15,@ian_mannly @mal_treated @lovesofaldngirl that would be amazing - would love to come but I have work :0( say hi to them for me :0),$MENTION$ $MENTION$ $MENTION$ that would be amazing - would love to come but I have work :0( say hi to them for me :0),130,"['ADV', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'ADJ', 'PUNCT', 'VERB', 'VERB', 'PART', 'VERB', 'CCONJ', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'INTJ', 'ADP', 'PRON', 'ADP', 'PRON', 'PUNCT', 'PUNCT']",3,2,7,1,3,0,5,0,"['PERSON', 'PERSON']",24,20,0.8333333333333334,"[':0', ':0']",3,0,0,0,[],bot_fakefol,"[1, 2, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 8, 8, 8, 8, 8, 8, 9, 10, 10, 10, 10, 10, 10]",0.3569230769230769
16,Lucky me! Happy Valentines everyone :0) http://t.co/D8MKHZfE,Lucky me! Happy Valentines everyone :0) $URL$,60,"['ADJ', 'PRON', 'PUNCT', 'ADJ', 'PROPN', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN']",1,2,0,0,2,0,3,1,['GPE'],7,7,1.0,[':0'],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 3, 4, 5, 5, 5, 5]",0.5166666666666667
17,Snowy walk along the canal! http://t.co/YEwDT7hj,Snowy walk along the canal! $URL$,48,"['ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'INTJ']",0,1,1,1,0,0,1,0,[],6,6,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 5, 6, 7]",1.0
18,@LovesOfaLDNgirl @ian_mannly @lindsayarmaou @sinocarroll @keavylynch @edelelynch haha great picture - I feel old now! Good luck girls :0),$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ haha great picture - I feel old now! Good luck girls :0),137,"['ADJ', 'ADV', 'PROPN', 'X', 'PROPN', 'ADV', 'INTJ', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'ADV', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'PUNCT']",1,3,1,3,4,0,4,2,['PERSON'],18,13,0.7222222222222222,[':0'],6,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4, 4, 5, 5, 6, 7, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9]",0.4390977443609023
19,RT @HarperCollins: Retweet if you want to *write* more in 2013! #resolutions,$RESERVED$ $MENTION$: Retweet if you want to *write* more in $NUMBER$! $HASHTAG$,76,"['PROPN', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'PRON', 'VERB', 'PART', 'PUNCT', 'VERB', 'PUNCT', 'ADJ', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'NOUN']",1,3,3,0,1,0,4,1,"['ORG', 'GPE', 'DATE']",12,12,1.0,"['RT @HarperCollins', 'Retweet', '2013']",1,1,0,0,[],bot_fakefol,"[1, 2, 3, 4, 5, 6, 6, 7, 7, 7, 7, 8, 8, 9, 9, 9, 9]",0.4754901960784314
20,"Great show today, go and see it if u haven't - fantastic!!! http://t.co/NRqRs1rE","Great show today, go and see it if u haven't - fantastic!!! $URL$",80,"['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'CCONJ', 'VERB', 'PRON', 'ADP', 'PRON', 'VERB', 'ADV', 'PUNCT', 'ADJ', 'PUNCT', 'PUNCT', 'PUNCT', 'X']",2,2,3,1,2,0,5,0,['DATE'],13,13,1.0,['today'],0,0,0,0,[],bot_fakefol,"[1, 2, 2, 3, 4, 5, 5, 6, 7, 7, 7, 8, 8, 8, 8, 8, 8, 9]",0.44788441692466463
21,Lovely Christmas cupcake from one of my class :0) http://t.co/nYzJNyWx,Lovely Christmas cupcake from one of my class :0) $URL$,70,"['ADJ', 'PROPN', 'NOUN', 'ADP', 'NUM', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'ADP']",0,2,0,0,2,0,2,1,"['DATE', 'PERSON']",10,10,1.0,"['Christmas', ':0']",0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 5, 5, 5, 5, 6, 6, 6]",0.4727272727272728
22,Lovely present from a lovely husband :0) http://t.co/zb2zY3Pk,Lovely present from a lovely husband :0) $URL$,61,"['ADJ', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'VERB']",0,1,1,0,3,0,2,0,['PERSON'],8,8,1.0,[':0'],0,0,0,1,['husband'],bot_fakefol,"[1, 1, 2, 3, 3, 4, 5, 5, 6]",0.65
23,Work night out!!!! http://t.co/fNM7dFQb,Work night out!!!! $URL$,39,"['NOUN', 'NOUN', 'PART', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'NOUN']",0,3,0,0,0,0,4,0,[],4,4,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 1, 2, 3, 3, 3, 3, 3]",0.32142857142857145
24,Just posted a photo http://t.co/uUYy4bbs,Just posted a photo $URL$,40,"['ADV', 'VERB', 'DET', 'NOUN', 'VERB']",0,1,2,1,0,0,0,0,[],5,5,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4]",0.8
25,Just posted a photo http://t.co/zITdiXmk,Just posted a photo $URL$,40,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN']",0,2,1,1,0,0,0,0,[],5,5,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4]",0.8
26,Just posted a photo http://t.co/t4bufDQD,Just posted a photo $URL$,40,"['ADV', 'VERB', 'DET', 'NOUN', 'VERB']",0,1,2,1,0,0,0,0,[],5,5,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4]",0.8
27,Just posted a photo http://t.co/yFEenorY,Just posted a photo $URL$,40,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN']",0,2,1,1,0,0,0,0,[],5,5,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4]",0.8
28,Cutting through the castle cake :0) http://t.co/Duk8dchS,Cutting through the castle cake :0) $URL$,56,"['VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN']",0,2,1,0,1,0,2,0,['PERSON'],7,7,1.0,[':0'],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 5, 6, 6, 6]",0.7738095238095238
29,Pretty cottages :0) http://t.co/tRJNelWg,Pretty cottages :0) $URL$,40,"['ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'X']",0,1,0,0,1,0,2,0,['PERSON'],4,4,1.0,[':0'],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 3, 4]",0.7000000000000001
30,On our way to the pub for lunch :0) http://t.co/bWtcdesl,On our way to the pub for lunch :0) $URL$,56,"['ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'VERB']",0,3,1,0,1,0,2,0,"['PERSON', 'ORG']",10,10,1.0,"[':0', 'http://t.co/bWtcdesl']",0,0,0,0,[],bot_fakefol,"[1, 2, 3, 3, 4, 4, 4, 4, 5, 5, 6]",0.40909090909090906
31,"Birthday cake, for the birthday girls :0) http://t.co/hQJHroBX","Birthday cake, for the birthday girls :0) $URL$",62,"['NOUN', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'PUNCT', 'X']",0,4,0,0,0,0,3,0,['PERSON'],8,8,1.0,[':0'],0,0,0,0,[],bot_fakefol,"[1, 1, 2, 3, 4, 4, 4, 4, 4, 5]",0.42424242424242425
32,"@LovesOfaLDNgirl @bwitchedreunion @lindsayarmaou I hope so, I wonder if they remember us? Can't wait for the show :0)","$MENTION$ $MENTION$ $MENTION$ I hope so, I wonder if they remember us? Can't wait for the show :0)",117,"['PUNCT', 'NOUN', 'NOUN', 'PRON', 'VERB', 'ADV', 'PUNCT', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'PRON', 'PUNCT', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT']",4,3,5,2,0,0,5,0,['PERSON'],18,15,0.8333333333333334,[':0'],3,0,0,0,[],bot_fakefol,"[1, 2, 2, 3, 4, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7]",0.23941276115189158
33,Cocktail time...... http://t.co/vTpWwx6A,Cocktail time...... $URL$,40,"['NOUN', 'NOUN', 'PUNCT', 'NOUN']",0,3,0,0,0,0,1,0,[],3,3,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 1, 2, 2]",0.4
34,"On our way into London to see missparklie not quite cancun weather, but looking forward to the good company http://t.co/Gn3cmgcu","On our way into London to see missparklie not quite cancun weather, but looking forward to the good company $URL$",128,"['ADP', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PART', 'VERB', 'VERB', 'ADV', 'ADV', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB']",0,4,4,3,2,0,1,1,['GPE'],20,19,0.95,['London'],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 3, 4, 5, 6, 6, 7, 7, 7, 7, 8, 9, 9, 9, 9, 10, 10, 10, 10]",0.4415584415584416
35,Nice new flat @lovesofaldngirl http://t.co/yyVpFiYc,Nice new flat $MENTION$ $URL$,51,"['ADJ', 'ADJ', 'ADJ', 'NOUN', 'NOUN']",0,2,0,0,3,0,0,0,['GPE'],5,5,1.0,['http://t.co/yyVpFiYc'],1,0,0,0,[],bot_fakefol,"[1, 1, 1, 2, 2]",0.30000000000000004
36,Yummy cocktails :0) http://t.co/ZBApU3IW,Yummy cocktails :0) $URL$,40,"['ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'X']",0,1,0,0,1,0,2,0,"['ORG', 'PERSON', 'PERSON']",4,4,1.0,"['Yummy', ':0', 'http://t.co/ZBApU3IW']",0,0,0,0,[],bot_fakefol,"[1, 2, 3, 3, 4]",0.7000000000000001
37,It's nearly Christmas.... http://t.co/maYio7Yc,It's nearly Christmas.... $URL$,46,"['PRON', 'VERB', 'ADV', 'PROPN', 'PUNCT', 'NOUN']",1,1,1,1,0,0,1,1,['DATE'],4,4,1.0,['nearly Christmas'],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 5, 6]",1.0
38,On the way..... http://t.co/WD24CkCE,On the way..... $URL$,36,"['ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN']",0,2,0,0,0,0,1,0,[],4,4,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4]",0.8
39,Just posted a photo http://t.co/Kf9WfMNF,Just posted a photo $URL$,40,"['ADV', 'VERB', 'DET', 'NOUN', 'X']",0,1,1,1,0,0,0,0,['CARDINAL'],5,5,1.0,['http://t.co/Kf9WfMNF'],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 5]",1.0
40,"My lovely new bath, can't wait to use it :0) http://t.co/bORfrXzj","My lovely new bath, can't wait to use it :0) $URL$",65,"['ADJ', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'PUNCT', 'PUNCT', 'NOUN']",1,2,3,1,3,0,3,0,['GPE'],11,11,1.0,[':0'],0,0,0,0,[],bot_fakefol,"[1, 1, 1, 2, 3, 4, 5, 5, 6, 6, 7, 7, 7, 7]",0.5582417582417583
41,November challenge - after 5:30pm and still at school :0( http://t.co/t3RhTf37,November challenge - after $NUMBER$:30pm and still at school :0( $URL$,78,"['PROPN', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'CCONJ', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'X']",0,3,0,1,0,0,3,1,"['DATE', 'PRODUCT', 'PERSON']",11,11,1.0,"['November', '5:30pm', ':0']",0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4, 5, 6, 6, 6, 6, 6, 7]",0.48951048951048953
42,November photo challenge - Ryan gosling on tv!!! http://t.co/U6CXXf9z,November photo challenge - Ryan gosling on tv!!! $URL$,69,"['PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT', 'X']",0,4,1,0,0,0,4,1,['DATE'],9,9,1.0,['November'],0,0,0,0,[],bot_fakefol,"[1, 2, 2, 3, 3, 4, 5, 5, 5, 5, 5, 6]",0.4195804195804196
43,Empty room - ready for the new bathroom :0) http://t.co/2qFhIoLS,Empty room - ready for the new bathroom :0) $URL$,64,"['ADJ', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN']",0,3,0,0,3,0,3,0,['PERSON'],10,10,1.0,[':0'],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 3, 4, 5, 5, 5, 5, 5, 5]",0.39090909090909093
44,jbeech4's photo http://t.co/rwCoO8AP,jbeech4's photo $URL$,36,"['PROPN', 'PART', 'NOUN', 'PROPN']",0,1,0,0,0,0,0,2,[],3,3,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 3]",0.7
45,My something starting with 'c'  - a yummy cosmopolitain :0) http://t.co/fTLZC94A,My something starting with 'c' - a yummy cosmopolitain :0) $URL$,80,"['ADJ', 'NOUN', 'VERB', 'ADP', 'PUNCT', 'NOUN', 'PUNCT', 'SPACE', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'X']",0,3,1,0,2,0,5,0,"['PERSON', 'PERSON']",11,11,1.0,"[':0', 'http://t.co/fTLZC94A']",0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 5, 5, 5, 6, 6, 7, 7, 7, 7, 7, 8]",0.43571428571428567
46,This is fab!!!! http://t.co/wI9I1QQO,This is fab!!!! $URL$,36,"['DET', 'VERB', 'ADJ', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'NOUN']",0,1,1,0,1,0,4,0,[],4,4,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4, 4, 4, 5]",0.4880952380952381
47,#instacollage http://t.co/GFO897IH,$HASHTAG$ $URL$,34,"['NOUN', 'NOUN', 'X']",0,2,0,0,0,0,0,0,[],2,2,1.0,[],0,1,0,0,[],bot_fakefol,"[1, 1, 2]",0.5
48,Belle Island! http://t.co/xysrIFEy,Belle Island! $URL$,34,"['PROPN', 'PROPN', 'PUNCT', 'NOUN']",0,1,0,0,0,0,1,2,['PERSON'],3,3,1.0,['Belle Island'],0,0,0,0,[],bot_fakefol,"[1, 1, 2, 3]",0.7
49,Pumpkin head!!! http://t.co/RfBYmU3K,Pumpkin head!!! $URL$,36,"['PROPN', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT', 'NOUN']",0,2,0,0,0,0,3,1,['ORG'],3,3,1.0,['Pumpkin'],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 3, 3, 3]",0.37142857142857144
50,Just arrived.... http://t.co/8hmW3p7j,Just arrived.... $URL$,37,"['ADV', 'VERB', 'PUNCT', 'NOUN']",0,1,1,1,0,0,1,0,[],3,3,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4]",1.0
51,Big glass of wine with lunch :0) http://t.co/inHyJ7fX,Big glass of wine with lunch :0) $URL$,53,"['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN']",0,4,0,0,1,0,2,0,['PERSON'],8,8,1.0,[':0'],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 3, 3, 3, 4, 4, 4]",0.33333333333333337
52,Ready for the call.... http://t.co/fyEdNACT,Ready for the call.... $URL$,43,"['ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'X']",0,1,0,0,1,0,1,0,[],5,5,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 5, 6]",1.0
53,Oh dear - Gary that was harsh!!! #xfactor,Oh dear - Gary that was harsh!!! $HASHTAG$,41,"['INTJ', 'ADJ', 'PUNCT', 'PROPN', 'ADJ', 'VERB', 'ADJ', 'PUNCT', 'PUNCT', 'PUNCT', 'NOUN', 'NOUN']",0,2,1,0,3,0,4,1,['PERSON'],8,8,1.0,['Gary'],0,1,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4, 5, 5, 5, 5, 5, 6, 6]",0.3951048951048951
54,Just posted a photo http://t.co/sqhkMJq6,Just posted a photo $URL$,40,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN']",0,2,1,1,0,0,0,0,['PERSON'],5,5,1.0,['http://t.co/sqhkMJq6'],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4]",0.8
55,Just posted a photo http://t.co/4gA2dk1L,Just posted a photo $URL$,40,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN']",0,2,1,1,0,0,0,0,[],5,5,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4]",0.8
56,Just posted a photo http://t.co/lg5wbx2x,Just posted a photo $URL$,40,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN']",0,2,1,1,0,0,0,0,[],5,5,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4]",0.8
57,Brick of a camera!!! http://t.co/QJgMzEtL,Brick of a camera!!! $URL$,41,"['PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT', 'PRON']",1,1,0,0,0,0,3,1,['PERSON'],5,5,1.0,['Brick'],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 5, 5, 5, 6]",0.6785714285714286
58,Love it.... http://t.co/xFyn2cHw,Love it.... $URL$,32,"['VERB', 'PRON', 'PUNCT', 'X']",1,0,1,0,0,0,1,0,[],3,3,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4]",1.0
59,Just posted a photo http://t.co/aHrynO0b,Just posted a photo $URL$,40,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN']",0,2,1,1,0,0,0,0,[],5,5,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4]",0.8
60,Scary...... http://t.co/p9f2A4J7,Scary...... $URL$,32,"['ADJ', 'PUNCT', 'ADJ']",0,0,0,0,2,0,1,0,[],2,2,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 2]",0.5
61,Ready to go..... http://t.co/p9VnaIsb,Ready to go..... $URL$,37,"['ADJ', 'PART', 'VERB', 'PUNCT', 'NOUN']",0,1,1,0,1,0,1,0,[],4,4,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 5]",1.0
62,Scary...... http://t.co/Q7mYs9gm,Scary...... $URL$,32,"['ADJ', 'PUNCT', 'NOUN']",0,1,0,0,1,0,1,0,[],2,2,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3]",1.0
63,Just posted a photo http://t.co/LPML75x1,Just posted a photo $URL$,40,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN']",0,2,1,1,0,0,0,0,[],5,5,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4]",0.8
64,She is so cute.... http://t.co/DI0o42Bw,She is so cute.... $URL$,39,"['PRON', 'VERB', 'ADV', 'ADJ', 'PUNCT', 'X']",1,0,1,1,1,0,1,0,[],5,5,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 5, 6]",1.0
65,Just posted a photo http://t.co/j2rCDCFN,Just posted a photo $URL$,40,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN']",0,2,1,1,0,0,0,0,[],5,5,1.0,[],0,0,0,0,[],bot_fakefol,"[1, 2, 3, 4, 4]",0.8
