index,raw,preprocessed tweet,char count,pos,pronouns,nouns,verbs,adverbs,adjectives,symbols,punctuation,proper nouns,entity label,word count,unique word count,TTR,entity raw text,mentions,hashtags,urls,count(rel words),relationship words,class,ttr curve,ttr slope
19,Today's Inspirational Quote We have two ears and only one tongue in order that we may hear more and speak less.— Diogenes Laertius,Today's Inspirational Quote We have two ears and only one tongue in order that we may hear more and speak less.— Diogenes Laertius,132,"['NOUN', 'PART', 'PROPN', 'PROPN', 'PRON', 'VERB', 'NUM', 'NOUN', 'CCONJ', 'ADV', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PRON', 'VERB', 'VERB', 'ADJ', 'CCONJ', 'VERB', 'PROPN', 'PROPN', 'PROPN']",2,4,4,1,1,0,0,5,"['DATE', 'ORG', 'CARDINAL', 'CARDINAL', 'PERSON']",23,22,0.9565217391304348,"['Today', 'Inspirational Quote', 'two', 'only one', 'Diogenes Laertius']",0,0,0,0,[],bot_social3,"[1, 2, 3, 3, 4, 5, 6, 6, 7, 8, 8, 8, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10]",0.3760869565217391
20,"Trust and believe... When you trust and believe everything will work out for you, Everything will fall into... http://t.co/JZ3NEUFhRA","Trust and believe... When you trust and believe everything will work out for you, Everything will fall into... $URL$",133,"['VERB', 'CCONJ', 'VERB', 'PUNCT', 'ADV', 'PRON', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'VERB', 'VERB', 'PART', 'ADP', 'PRON', 'PUNCT', 'NOUN', 'VERB', 'VERB', 'ADP', 'PUNCT', 'X']",2,2,8,1,0,0,3,0,[],19,17,0.8947368421052632,[],0,0,0,0,[],bot_social3,"[1, 2, 2, 3, 4, 5, 5, 5, 5, 6, 6, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 9]",0.34443817052512704
21,I posted a new photo to Facebook http://t.co/s4TXsMyvZG,I posted a new photo to Facebook $URL$,55,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PART', 'PROPN', 'NOUN']",1,2,1,0,1,0,0,1,['ORG'],8,8,1.0,['Facebook'],0,0,0,0,[],bot_social3,"[1, 2, 3, 4, 5, 6, 7, 7]",0.9166666666666666
22,It's Dark in Here...Joke  hahaA woman is having an affair during the day while her husband is at work. Her 9... http://t.co/ooATerxl9v,It's Dark in Here...Joke hahaA woman is having an affair during the day while her husband is at work. Her $NUMBER$... $URL$,134,"['PRON', 'VERB', 'ADJ', 'ADP', 'ADV', 'PUNCT', 'PROPN', 'SPACE', 'PROPN', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADJ', 'NUM', 'PUNCT', 'NOUN']",1,6,4,1,3,0,3,2,"['PERSON', 'DATE', 'CARDINAL']",22,21,0.9545454545454546,"['Joke  ', 'the day', '9']",0,0,0,1,['husband'],bot_social3,"[1, 2, 3, 4, 5, 6, 7, 8, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11]",0.2961138478379857
23,Today's Inspirational Quote Follow your instincts. That's where true wisdom manifests itself.— Oprah Winfrey,Today's Inspirational Quote Follow your instincts. That's where true wisdom manifests itself.— Oprah Winfrey,110,"['NOUN', 'PART', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'VERB', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PROPN', 'PROPN']",0,4,3,1,2,0,1,4,"['DATE', 'ORG', 'PERSON']",14,14,1.0,"['Today', 'Inspirational Quote Follow', 'Oprah Winfrey']",0,0,0,0,[],bot_social3,"[1, 2, 3, 3, 4, 5, 5, 6, 7, 7, 8, 8, 8, 8, 8, 8, 8]",0.4534313725490196
24,Today's Joke - A man wakes up from a coma. His doctor asks him what he remembers. - All i remember is getting on... http://t.co/RJ0AJujorI,Today's Joke - A man wakes up from a coma. His doctor asks him what he remembers. - All i remember is getting on... $URL$,138,"['NOUN', 'PART', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'PART', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'PRON', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'DET', 'PRON', 'VERB', 'VERB', 'VERB', 'PART', 'PUNCT', 'PROPN']",3,5,6,0,1,0,5,2,"['DATE', 'PERSON']",25,24,0.96,"['Today', 'Joke - A']",0,0,0,1,['doctor'],bot_social3,"[1, 2, 3, 4, 5, 5, 6, 6, 7, 7, 7, 7, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",0.2413793103448276
25,"Today's Inspirational Quote I am always doing that which I cannot do, in order that I may learn how to do it.— Pablo Picasso","Today's Inspirational Quote I am always doing that which I cannot do, in order that I may learn how to do it.— Pablo Picasso",126,"['NOUN', 'PART', 'PROPN', 'PROPN', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'ADJ', 'PRON', 'VERB', 'ADV', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'PRON', 'VERB', 'VERB', 'ADV', 'PART', 'VERB', 'PRON', 'PROPN', 'PROPN']",4,2,7,3,1,0,1,4,"['DATE', 'ORG', 'PERSON']",24,21,0.875,"['Today', 'Inspirational Quote', 'Pablo Picasso']",0,0,0,0,[],bot_social3,"[1, 2, 3, 3, 4, 5, 6, 6, 7, 8, 8, 8, 8, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",0.32967032967032966
26,Today's JokeAn angel appears at a faculty meeting and tells the dean that in return for his unselfish and... http://t.co/5UjRVEebVz,Today's JokeAn angel appears at a faculty meeting and tells the dean that in return for his unselfish and... $URL$,131,"['NOUN', 'PART', 'PROPN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'ADP', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'CCONJ', 'PUNCT', 'X']",0,6,2,0,2,0,1,1,"['DATE', 'CARDINAL']",20,20,1.0,"['Today', 'http://t.co/5UjRVEebVz']",0,0,0,1,['dean'],bot_social3,"[1, 2, 3, 3, 4, 5, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 9, 10]",0.32580463015245625
27,I posted a new photo to Facebook http://t.co/rM67ZpcmyP,I posted a new photo to Facebook $URL$,55,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'PUNCT']",1,1,2,0,1,0,1,0,[],8,8,1.0,[],0,0,0,0,[],bot_social3,"[1, 2, 3, 4, 5, 6, 6, 7]",0.8571428571428571
28,Today's Inspirational Quote I no longer scramble blindly through hardship. I no longer emerge from a bad time... http://t.co/aENvfthjQt,Today's Inspirational Quote I no longer scramble blindly through hardship. I no longer emerge from a bad time... $URL$,135,"['NOUN', 'PART', 'PROPN', 'PROPN', 'PRON', 'ADV', 'ADV', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'ADV', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PROPN']",2,3,2,5,1,0,2,3,"['DATE', 'ORG']",19,16,0.8421052631578947,"['Today', 'Inspirational Quote']",0,0,0,0,[],bot_social3,"[1, 2, 3, 3, 4, 5, 5, 6, 6, 7, 7, 8, 8, 8, 8, 8, 8, 9, 10, 10, 10, 10]",0.40542066629023155
29,"Today's Joke -“Mister, why doesn't this cow have any horns?” asked the young lady from a nearby city. The farmer... http://t.co/9AQiPdVWv9","Today's Joke -“Mister, why doesn't this cow have any horns?” asked the young lady from a nearby city. The farmer... $URL$",142,"['NOUN', 'PART', 'PROPN', 'PUNCT', 'PUNCT', 'ADV', 'VERB', 'ADV', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'PROPN']",0,6,3,2,2,0,4,2,"['DATE', 'PERSON']",21,21,1.0,"['Today', 'Joke -�\x80\x9cMister']",0,0,0,0,[],bot_social3,"[1, 2, 3, 4, 4, 5, 6, 6, 7, 7, 7, 7, 7, 7, 7, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9]",0.28341880341880343
30,"A Quickie...JokeYesterday morning, I went downstairs, and I found my wife in the kitchen. She was preparing our... http://t.co/u2bdFhByJq","A Quickie...JokeYesterday morning, I went downstairs, and I found my wife in the kitchen. She was preparing our... $URL$",137,"['DET', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADJ', 'PUNCT', 'PRON']",4,3,4,1,2,0,5,2,"['DATE', 'TIME']",19,18,0.9473684210526315,"['JokeYesterday', 'morning']",0,0,0,1,['wife'],bot_social3,"[1, 2, 3, 3, 4, 4, 5, 6, 7, 7, 8, 8, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",0.37923076923076926
31,"Today's Inspirational QuoteAim for success, not perfection. Never give up your right to be wrong, because then... http://t.co/reCgw52Xfr","Today's Inspirational QuoteAim for success, not perfection. Never give up your right to be wrong, because then... $URL$",136,"['NOUN', 'PART', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'PART', 'ADJ', 'NOUN', 'PART', 'VERB', 'ADJ', 'PUNCT', 'ADP', 'ADV', 'PUNCT', 'X']",0,4,2,3,2,0,4,2,['DATE'],18,18,1.0,['Today'],0,0,0,0,[],bot_social3,"[1, 2, 3, 3, 4, 4, 5, 6, 6, 6, 6, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9]",0.31521739130434784
32,Help from Grandma....JokeLittle Tony was 9 years old and was staying with his grandmother for a few days. He'd... http://t.co/KZunYh8rsl,Help from Grandma....JokeLittle Tony was $NUMBER$ years old and was staying with his grandmother for a few days. He'd... $URL$,136,"['VERB', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'NUM', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PUNCT', 'X']",1,3,5,0,3,0,3,3,"['PERSON', 'PERSON', 'DATE', 'DATE']",20,19,0.95,"['Grandma', 'JokeLittle Tony', '9 years old', 'a few days']",0,0,0,2,"['Grandma', 'grandmother']",bot_social3,"[1, 2, 3, 4, 4, 4, 4, 5, 6, 7, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 10, 10, 10, 11]",0.36
33,Today's Joke - I couldn't help but over-hear two guys in their mid-twenties while sitting at the bar last night.... http://t.co/q78o5v0jh1,Today's Joke - I couldn't help but over-hear two guys in their mid-twenties while sitting at the bar last night.... $URL$,138,"['NOUN', 'PART', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'CCONJ', 'ADP', 'PUNCT', 'VERB', 'NUM', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'PUNCT', 'NOUN', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'PUNCT', 'X']",1,5,4,1,3,0,4,1,"['DATE', 'CARDINAL', 'DATE', 'TIME', 'PERSON']",21,21,1.0,"['Today', 'two', 'mid-twenties', 'last night', 'http://t.co/q78o5v0jh1']",0,0,0,0,[],bot_social3,"[1, 2, 3, 4, 5, 6, 7, 7, 8, 9, 9, 9, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 13]",0.3760262725779967
34,"Today's Inspirational Quote Keep on beginning and failing. Each time you fail, start all over again, and you... http://t.co/73F77ZZLbH","Today's Inspirational Quote Keep on beginning and failing. Each time you fail, start all over again, and you... $URL$",134,"['NOUN', 'PART', 'PROPN', 'PROPN', 'VERB', 'PART', 'VERB', 'CCONJ', 'VERB', 'PUNCT', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'VERB', 'ADV', 'ADV', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'PUNCT', 'X']",2,2,5,3,0,0,4,2,"['DATE', 'ORG', 'ORG']",19,18,0.9473684210526315,"['Today', 'Inspirational Quote Keep', 'http://t.co/73F77ZZLbH']",0,0,0,0,[],bot_social3,"[1, 2, 3, 3, 4, 4, 4, 5, 5, 6, 7, 7, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 10]",0.3634782608695652
35,"The kindest word in all the world is the unkind word, unsaid. Anonymous","The kindest word in all the world is the unkind word, unsaid. Anonymous",71,"['DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'PROPN']",0,3,1,0,4,0,2,1,[],13,12,0.9230769230769231,[],0,0,0,0,[],bot_social3,"[1, 2, 3, 4, 4, 4, 4, 5, 5, 5, 5, 6, 6, 6, 7]",0.33928571428571425
36,"We have too many high sounding words, and too few actions that correspond with them.Abigail Adams","We have too many high sounding words, and too few actions that correspond with them.Abigail Adams",97,"['PRON', 'VERB', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'ADP', 'PRON', 'PUNCT', 'PROPN', 'PROPN']",2,3,2,2,4,0,2,2,['PERSON'],16,15,0.9375,['Abigail Adams'],0,0,0,0,[],bot_social3,"[1, 2, 3, 4, 4, 5, 5, 6, 7, 7, 7, 7, 7, 7, 8, 8, 8, 9, 9]",0.3912280701754386
37,The language of friendship is not words but meanings.Henry David Thoreau,The language of friendship is not words but meanings.Henry David Thoreau,72,"['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN']",0,4,1,1,0,0,1,3,['PERSON'],11,11,1.0,['Henry David Thoreau'],0,0,0,0,[],bot_social3,"[1, 2, 3, 3, 4, 5, 5, 6, 6, 7, 8, 8, 8]",0.5989010989010989
38,Language... has created the word 'loneliness' to express the pain of being alone. And it has created the word... http://t.co/N815OLyU6J,Language... has created the word 'loneliness' to e$SMILEY$ress the pain of being alone. And it has created the word... $URL$,135,"['NOUN', 'PUNCT', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'ADJ', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT', 'X']",1,5,6,0,1,0,5,0,[],20,16,0.8,[],0,0,0,0,[],bot_social3,"[1, 2, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5, 6, 6, 7, 7, 8, 9, 9, 9, 9, 9, 9, 10]",0.3423076923076923
39,Today's Inspirational QuoteOpinions have greater power than strength of hands.— Sophocles,Today's Inspirational QuoteOpinions have greater power than strength of hands.— Sophocles,91,"['NOUN', 'PART', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN']",0,4,1,0,2,0,0,2,"['DATE', 'ORG', 'ORG']",11,11,1.0,"['Today', 'Inspirational QuoteOpinions', 'Sophocles']",0,0,0,0,[],bot_social3,"[1, 2, 3, 3, 4, 5, 5, 6, 6, 6, 6, 6]",0.465034965034965
